m,c
-1.665,1.6849063405491902
-1.664,1.6839543468316458
-1.663,1.6830024530340044
-1.662,1.6820506593226205
-1.661,1.6810989658640267
-1.66,1.6801473728249305
-1.659,1.679195880372218
-1.658,1.67824448867295
-1.657,1.6772931978943648
-1.656,1.6763420082038776
-1.655,1.6753909197690793
-1.654,1.6744399327577373
-1.653,1.673489047337796
-1.652,1.6725382636773751
-1.651,1.6715875819447719
-1.65,1.6706370023084587
-1.649,1.669686524937085
-1.648,1.6687361499994753
-1.647,1.6677858776646317
-1.646,1.666835708101731
-1.645,1.6658856414801266
-1.644,1.6649356779693483
-1.643,1.6639858177391007
-1.642,1.6630360609592654
-1.641,1.662086407799899
-1.64,1.661136858431234
-1.639,1.6601874130236793
-1.638,1.6592380717478183
-1.637,1.658288834774411
-1.636,1.6573397022743923
-1.635,1.6563906744188732
-1.634,1.6554417513791393
-1.633,1.654492933326653
-1.632,1.6535442204330495
-1.631,1.6525956128701422
-1.63,1.6516471108099178
-1.629,1.650698714424539
-1.628,1.649750423886343
-1.627,1.6488022393678428
-1.626,1.6478541610417252
-1.625,1.6469061890808532
-1.624,1.6459583236582642
-1.623,1.6450105649471696
-1.622,1.6440629131209565
-1.621,1.6431153683531867
-1.62,1.6421679308175956
-1.619,1.6412206006880943
-1.618,1.6402733781387677
-1.617,1.6393262633438752
-1.616,1.638379256477851
-1.615,1.6374323577153025
-1.614,1.6364855672310124
-1.613,1.6355388851999373
-1.612,1.6345923117972072
-1.611,1.633645847198127
-1.61,1.6326994915781747
-1.609,1.6317532451130028
-1.608,1.6308071079784374
-1.607,1.629861080350478
-1.606,1.6289151624052987
-1.605,1.6279693543192455
-1.604,1.6270236562688396
-1.603,1.6260780684307743
-1.602,1.6251325909819174
-1.601,1.6241872240993087
-1.6,1.6232419679601628
-1.599,1.6222968227418657
-1.598,1.6213517886219777
-1.597,1.6204068657782313
-1.596,1.6194620543885325
-1.595,1.6185173546309595
-1.594,1.6175727666837634
-1.593,1.6166282907253682
-1.592,1.6156839269343704
-1.591,1.6147396754895385
-1.59,1.6137955365698142
-1.589,1.6128515103543108
-1.588,1.611907597022314
-1.587,1.6109637967532817
-1.586,1.6100201097268443
-1.585,1.6090765361228034
-1.584,1.6081330761211325
-1.583,1.607189729901978
-1.582,1.6062464976456567
-1.581,1.6053033795326572
-1.58,1.6043603757436407
-1.579,1.6034174864594388
-1.578,1.6024747118610545
-1.577,1.6015320521296623
-1.576,1.6005895074466083
-1.575,1.5996470779934087
-1.574,1.5987047639517518
-1.573,1.5977625655034955
-1.572,1.5968204828306694
-1.571,1.5958785161154734
-1.57,1.594936665540279
-1.569,1.5939949312876263
-1.568,1.5930533135402274
-1.567,1.5921118124809637
-1.566,1.5911704282928876
-1.565,1.5902291611592212
-1.564,1.589288011263357
-1.563,1.5883469787888562
-1.562,1.5874060639194516
-1.561,1.586465266839044
-1.56,1.5855245877317052
-1.559,1.5845840267816755
-1.558,1.583643584173365
-1.557,1.5827032600913529
-1.556,1.5817630547203883
-1.555,1.580822968245388
-1.554,1.579883000851439
-1.553,1.5789431527237965
-1.552,1.578003424047885
-1.551,1.577063815009297
-1.55,1.576124325793794
-1.549,1.5751849565873057
-1.548,1.5742457075759304
-1.547,1.573306578945934
-1.546,1.5723675708837512
-1.545,1.5714286835759839
-1.544,1.570489917209403
-1.543,1.5695512719709457
-1.542,1.568612748047718
-1.541,1.5676743456269933
-1.54,1.5667360648962114
-1.539,1.5657979060429805
-1.538,1.564859869255076
-1.537,1.5639219547204388
-1.536,1.5629841626271788
-1.535,1.5620464931635711
-1.534,1.561108946518059
-1.533,1.5601715228792505
-1.532,1.559234222435922
-1.531,1.5582970453770144
-1.53,1.5573599918916363
-1.529,1.5564230621690611
-1.528,1.55548625639873
-1.527,1.5545495747702476
-1.526,1.553613017473386
-1.525,1.5526765846980823
-1.524,1.551740276634439
-1.523,1.5508040934727243
-1.522,1.549868035403371
-1.521,1.5489321026169767
-1.52,1.5479962953043056
-1.519,1.5470606136562848
-1.518,1.5461250578640073
-1.517,1.5451896281187296
-1.516,1.5442543246118738
-1.515,1.5433191475350252
-1.514,1.5423840970799343
-1.513,1.541449173438514
-1.512,1.540514376802843
-1.511,1.5395797073651627
-1.51,1.538645165317878
-1.509,1.5377107508535572
-1.508,1.5367764641649329
-1.507,1.5358423054448993
-1.506,1.534908274886515
-1.505,1.533974372683001
-1.504,1.5330405990277411
-1.503,1.5321069541142813
-1.502,1.531173438136331
-1.501,1.5302400512877607
-1.5,1.5293067937626046
-1.499,1.5283736657550575
-1.498,1.5274406674594767
-1.497,1.5265077990703817
-1.496,1.5255750607824525
-1.495,1.524642452790532
-1.494,1.523709975289623
-1.493,1.5227776284748904
-1.492,1.5218454125416596
-1.491,1.5209133276854172
-1.49,1.51998137410181
-1.489,1.5190495519866465
-1.488,1.5181178615358943
-1.487,1.5171863029456816
-1.486,1.5162548764122972
-1.485,1.5153235821321898
-1.484,1.5143924203019667
-1.483,1.5134613911183965
-1.482,1.5125304947784062
-1.481,1.5115997314790826
-1.48,1.5106691014176714
-1.479,1.5097386047915773
-1.478,1.5088082417983641
-1.477,1.507878012635754
-1.476,1.5069479175016278
-1.475,1.5060179565940253
-1.474,1.5050881301111425
-1.473,1.5041584382513362
-1.472,1.503228881213119
-1.471,1.502299459195162
-1.47,1.5013701723962936
-1.469,1.5004410210155001
-1.468,1.4995120052519242
-1.467,1.4985831253048665
-1.466,1.4976543813737837
-1.465,1.4967257736582895
-1.464,1.4957973023581543
-1.463,1.4948689676733047
-1.462,1.493940769803823
-1.461,1.493012708949949
-1.46,1.4920847853120767
-1.459,1.4911569990907567
-1.458,1.490229350486695
-1.457,1.4893018397007527
-1.456,1.4883744669339454
-1.455,1.4874472323874455
-1.454,1.4865201362625784
-1.453,1.485593178760825
-1.452,1.4846663600838204
-1.451,1.4837396804333545
-1.45,1.48281314001137
-1.449,1.4818867390199653
-1.448,1.4809604776613905
-1.447,1.4800343561380511
-1.446,1.4791083746525044
-1.445,1.4781825334074625
-1.444,1.4772568326057889
-1.443,1.4763312724505009
-1.442,1.4754058531447678
-1.441,1.474480574891912
-1.44,1.4735554378954077
-1.439,1.4726304423588816
-1.438,1.4717055884861112
-1.437,1.4707808764810273
-1.436,1.4698563065477104
-1.435,1.4689318788903938
-1.434,1.4680075937134611
-1.433,1.4670834512214475
-1.432,1.4661594516190377
-1.431,1.4652355951110685
-1.43,1.4643118819025254
-1.429,1.4633883121985458
-1.428,1.4624648862044152
-1.427,1.4615416041255704
-1.426,1.4606184661675974
-1.425,1.4596954725362306
-1.424,1.4587726234373541
-1.423,1.4578499190770022
-1.422,1.456927359661356
-1.421,1.456004945396746
-1.42,1.4550826764896516
-1.419,1.4541605531466997
-1.418,1.4532385755746648
-1.417,1.4523167439804703
-1.416,1.4513950585711857
-1.415,1.4504735195540297
-1.414,1.449552127136366
-1.413,1.4486308815257072
-1.412,1.4477097829297108
-1.411,1.4467888315561823
-1.41,1.4458680276130724
-1.409,1.444947371308479
-1.408,1.444026862850645
-1.407,1.4431065024479592
-1.406,1.4421862903089557
-1.405,1.4412662266423149
-1.404,1.4403463116568604
-1.403,1.439426545561562
-1.402,1.4385069285655336
-1.401,1.4375874608780341
-1.4,1.4366681427084653
-1.399,1.4357489742663745
-1.398,1.4348299557614512
-1.397,1.43391108740353
-1.396,1.432992369402587
-1.395,1.4320738019687433
-1.394,1.4311553853122612
-1.393,1.4302371196435473
-1.392,1.4293190051731486
-1.391,1.4284010421117561
-1.39,1.4274832306702017
-1.389,1.4265655710594598
-1.388,1.4256480634906452
-1.387,1.4247307081750156
-1.386,1.423813505323968
-1.385,1.4228964551490422
-1.384,1.4219795578619163
-1.383,1.4210628136744108
-1.382,1.4201462227984856
-1.381,1.4192297854462401
-1.38,1.418313501829914
-1.379,1.4173973721618862
-1.378,1.4164813966546752
-1.377,1.4155655755209378
-1.376,1.4146499089734699
-1.375,1.4137343972252066
-1.374,1.41281904048922
-1.373,1.4119038389787213
-1.372,1.410988792907059
-1.371,1.4100739024877194
-1.37,1.4091591679343263
-1.369,1.40824458946064
-1.368,1.407330167280558
-1.367,1.4064159016081148
-1.366,1.4055017926574809
-1.365,1.404587840642963
-1.364,1.4036740457790038
-1.363,1.4027604082801812
-1.362,1.4018469283612094
-1.361,1.4009336062369366
-1.36,1.4000204421223477
-1.359,1.3991074362325595
-1.358,1.3981945887828264
-1.357,1.3972818999885344
-1.356,1.396369370065205
-1.355,1.3954569992284924
-1.354,1.3945447876941854
-1.353,1.3936327356782048
-1.352,1.392720843396605
-1.351,1.3918091110655724
-1.35,1.3908975389014269
-1.349,1.3899861271206195
-1.348,1.3890748759397344
-1.347,1.3881637855754856
-1.346,1.38725285624472
-1.345,1.3863420881644153
-1.344,1.3854314815516802
-1.343,1.384521036623753
-1.342,1.383610753598004
-1.341,1.3827006326919324
-1.34,1.3817906741231678
-1.339,1.3808808781094692
-1.338,1.3799712448687251
-1.337,1.3790617746189526
-1.336,1.3781524675782983
-1.335,1.3772433239650368
-1.334,1.3763343439975713
-1.333,1.3754255278944325
-1.332,1.3745168758742796
-1.331,1.373608388155899
-1.33,1.3727000649582033
-1.329,1.3717919065002337
-1.328,1.3708839130011574
-1.327,1.3699760846802673
-1.326,1.3690684217569837
-1.325,1.3681609244508515
-1.324,1.367253592981542
-1.323,1.3663464275688513
-1.322,1.365439428432701
-1.321,1.3645325957931376
-1.32,1.363625929870331
-1.319,1.3627194308845767
-1.318,1.3618130990562933
-1.317,1.360906934606023
-1.316,1.3600009377544322
-1.315,1.359095108722309
-1.314,1.3581894477305658
-1.313,1.357283955000237
-1.312,1.3563786307524786
-1.311,1.355473475208569
-1.31,1.3545684885899092
-1.309,1.3536636711180203
-1.308,1.3527590230145452
-1.307,1.3518545445012473
-1.306,1.3509502358000112
-1.305,1.3500460971328405
-1.304,1.3491421287218606
-1.303,1.3482383307893147
-1.302,1.347334703557567
-1.301,1.3464312472490993
-1.3,1.345527962086514
-1.299,1.3446248482925303
-1.298,1.343721906089987
-1.297,1.3428191357018395
-1.296,1.3419165373511628
-1.295,1.3410141112611467
-1.294,1.3401118576551008
-1.293,1.3392097767564493
-1.292,1.338307868788734
-1.291,1.3374061339756123
-1.29,1.3365045725408584
-1.289,1.335603184708361
-1.288,1.3347019707021246
-1.287,1.3338009307462686
-1.286,1.3329000650650276
-1.285,1.3319993738827496
-1.284,1.3310988574238976
-1.283,1.3301985159130478
-1.282,1.3292983495748902
-1.281,1.3283983586342278
-1.28,1.3274985433159765
-1.279,1.3265989038451649
-1.278,1.3256994404469338
-1.277,1.3248001533465354
-1.276,1.3239010427693352
-1.275,1.3230021089408077
-1.274,1.3221033520865404
-1.273,1.3212047724322302
-1.272,1.3203063702036857
-1.271,1.3194081456268238
-1.27,1.3185100989276732
-1.269,1.317612230332371
-1.268,1.316714540067163
-1.267,1.3158170283584045
-1.266,1.3149196954325602
-1.265,1.314022541516201
-1.264,1.3131255668360073
-1.263,1.3122287716187662
-1.262,1.311332156091373
-1.261,1.3104357204808286
-1.26,1.309539465014242
-1.259,1.308643389918827
-1.258,1.307747495421905
-1.257,1.3068517817509018
-1.256,1.3059562491333492
-1.255,1.3050608977968834
-1.254,1.304165727969246
-1.253,1.3032707398782828
-1.252,1.3023759337519432
-1.251,1.301481309818281
-1.25,1.300586868305453
-1.249,1.2996926094417187
-1.248,1.2987985334554408
-1.247,1.297904640575085
-1.246,1.2970109310292175
-1.245,1.2961174050465083
-1.244,1.2952240628557266
-1.243,1.2943309046857445
-1.242,1.2934379307655337
-1.241,1.2925451413241673
-1.24,1.2916525365908174
-1.239,1.2907601167947573
-1.238,1.2898678821653577
-1.237,1.2889758329320906
-1.236,1.2880839693245252
-1.235,1.2871922915723293
-1.234,1.2863007999052696
-1.233,1.28540949455321
-1.232,1.2845183757461114
-1.231,1.2836274437140327
-1.23,1.2827366986871287
-1.229,1.2818461408956505
-1.228,1.2809557705699464
-1.227,1.280065587940459
-1.226,1.2791755932377267
-1.225,1.2782857866923836
-1.224,1.2773961685351576
-1.223,1.2765067389968712
-1.222,1.2756174983084407
-1.221,1.2747284467008768
-1.22,1.273839584405282
-1.219,1.2729509116528532
-1.218,1.2720624286748792
-1.217,1.2711741357027406
-1.216,1.2702860329679109
-1.215,1.2693981207019545
-1.214,1.2685103991365265
-1.213,1.2676228685033741
-1.212,1.2667355290343334
-1.211,1.2658483809613323
-1.21,1.264961424516387
-1.209,1.2640746599316037
-1.208,1.263188087439178
-1.207,1.2623017072713931
-1.206,1.2614155196606223
-1.205,1.260529524839325
-1.204,1.259643723040049
-1.203,1.2587581144954296
-1.202,1.2578726994381888
-1.201,1.2569874781011352
-1.2,1.256102450717163
-1.199,1.255217617519253
-1.198,1.254332978740471
-1.197,1.253448534613968
-1.196,1.2525642853729793
-1.195,1.251680231250826
-1.194,1.2507963724809108
-1.193,1.2499127092967222
-1.192,1.2490292419318305
-1.191,1.2481459706198905
-1.19,1.2472628955946372
-1.189,1.2463800170898895
-1.188,1.245497335339548
-1.187,1.244614850577594
-1.186,1.2437325630380898
-1.185,1.242850472955179
-1.184,1.241968580563085
-1.183,1.2410868860961117
-1.182,1.2402053897886416
-1.181,1.2393240918751371
-1.18,1.238442992590139
-1.179,1.237562092168267
-1.178,1.236681390844218
-1.177,1.2358008888527678
-1.176,1.2349205864287678
-1.175,1.2340404838071481
-1.174,1.2331605812229138
-1.173,1.2322808789111475
-1.172,1.2314013771070058
-1.171,1.230522076045723
-1.17,1.2296429759626062
-1.169,1.2287640770930381
-1.168,1.227885379672476
-1.167,1.2270068839364505
-1.166,1.2261285901205654
-1.165,1.2252504984604986
-1.164,1.224372609191999
-1.163,1.22349492255089
-1.162,1.2226174387730648
-1.161,1.2217401580944898
-1.16,1.2208630807512009
-1.159,1.2199862069793068
-1.158,1.2191095370149843
-1.157,1.218233071094482
-1.156,1.2173568094541165
-1.155,1.2164807523302754
-1.154,1.2156048999594131
-1.153,1.2147292525780546
-1.152,1.2138538104227905
-1.151,1.212978573730281
-1.15,1.212103542737252
-1.149,1.2112287176804974
-1.148,1.2103540987968768
-1.147,1.2094796863233164
-1.146,1.208605480496807
-1.145,1.2077314815544056
-1.144,1.206857689733234
-1.143,1.2059841052704778
-1.142,1.2051107284033866
-1.141,1.2042375593692747
-1.14,1.2033645984055183
-1.139,1.2024918457495573
-1.138,1.2016193016388932
-1.137,1.2007469663110908
-1.136,1.1998748400037749
-1.135,1.1990029229546326
-1.134,1.1981312154014117
-1.133,1.1972597175819195
-1.132,1.1963884297340244
-1.131,1.1955173520956546
-1.13,1.194646484904795
-1.129,1.1937758283994926
-1.128,1.1929053828178502
-1.127,1.19203514839803
-1.126,1.1911651253782511
-1.125,1.1902953139967896
-1.124,1.1894257144919786
-1.123,1.188556327102207
-1.122,1.1876871520659207
-1.121,1.1868181896216197
-1.12,1.1859494400078596
-1.119,1.1850809034632508
-1.118,1.1842125802264578
-1.117,1.1833444705361988
-1.116,1.1824765746312453
-1.115,1.181608892750422
-1.114,1.180741425132606
-1.113,1.179874172016726
-1.112,1.1790071336417638
-1.111,1.178140310246751
-1.11,1.1772737020707704
-1.109,1.1764073093529557
-1.108,1.1755411323324907
-1.107,1.1746751712486079
-1.106,1.17380942634059
-1.105,1.1729438978477675
-1.104,1.1720785860095198
-1.103,1.171213491065274
-1.102,1.1703486132545051
-1.101,1.169483952816734
-1.1,1.1686195099915297
-1.099,1.1677552850185062
-1.098,1.1668912781373235
-1.097,1.1660274895876872
-1.096,1.1651639196093482
-1.095,1.1643005684421004
-1.094,1.1634374363257833
-1.093,1.1625745235002793
-1.092,1.1617118302055138
-1.091,1.1608493566814553
-1.09,1.1599871031681146
-1.089,1.159125069905544
-1.088,1.1582632571338374
-1.087,1.1574016650931298
-1.086,1.156540294023597
-1.085,1.1556791441654535
-1.084,1.1548182157589562
-1.083,1.1539575090443985
-1.082,1.1530970242621146
-1.081,1.152236761652475
-1.08,1.1513767214558908
-1.079,1.1505169039128078
-1.078,1.1496573092637115
-1.077,1.1487979377491215
-1.076,1.1479387896095954
-1.075,1.147079865085726
-1.074,1.1462211644181408
-1.073,1.145362687847503
-1.072,1.1445044356145098
-1.071,1.143646407959892
-1.07,1.1427886051244147
-1.069,1.1419310273488754
-1.068,1.1410736748741044
-1.067,1.140216547940964
-1.066,1.1393596467903488
-1.065,1.1385029716631843
-1.064,1.1376465228004262
-1.063,1.1367903004430617
-1.062,1.1359343048321073
-1.061,1.1350785362086089
-1.06,1.1342229948136417
-1.059,1.1333676808883093
-1.058,1.1325125946737435
-1.057,1.1316577364111036
-1.056,1.1308031063415764
-1.055,1.1299487047063752
-1.054,1.1290945317467393
-1.053,1.128240587703935
-1.052,1.1273868728192527
-1.051,1.1265333873340082
-1.05,1.1256801314895424
-1.049,1.1248271055272188
-1.048,1.1239743096884263
-1.047,1.1231217442145747
-1.046,1.1222694093470988
-1.045,1.1214173053274537
-1.044,1.1205654323971177
-1.043,1.119713790797589
-1.042,1.1188623807703872
-1.041,1.1180112025570528
-1.04,1.1171602563991456
-1.039,1.1163095425382443
-1.038,1.115459061215948
-1.037,1.1146088126738727
-1.036,1.1137587971536538
-1.035,1.112909014896943
-1.034,1.1120594661454102
-1.033,1.1112101511407413
-1.032,1.1103610701246382
-1.031,1.1095122233388193
-1.03,1.1086636110250179
-1.029,1.1078152334249811
-1.028,1.106967090780472
-1.027,1.1061191833332658
-1.026,1.1052715113251528
-1.025,1.1044240749979344
-1.024,1.103576874593426
-1.023,1.1027299103534534
-1.022,1.1018831825198556
-1.021,1.1010366913344813
-1.02,1.1001904370391902
-1.019,1.0993444198758515
-1.018,1.0984986400863452
-1.017,1.0976530979125592
-1.016,1.096807793596391
-1.015,1.095962727379745
-1.014,1.0951178995045345
-1.013,1.0942733102126796
-1.012,1.093428959746107
-1.011,1.0925848483467495
-1.01,1.0917409762565462
-1.009,1.090897343717441
-1.008,1.090053950971383
-1.007,1.0892107982603247
-1.006,1.0883678858262242
-1.005,1.0875252139110412
-1.004,1.0866827827567398
-1.003,1.0858405926052848
-1.002,1.084998643698645
-1.001,1.0841569362787886
-1.0,1.0833154705876864
-0.999,1.0824742468673085
-0.998,1.081633265359626
-0.997,1.0807925263066085
-0.996,1.0799520299502252
-0.995,1.0791117765324443
-0.994,1.0782717662952312
-0.993,1.0774319994805492
-0.992,1.0765924763303587
-0.991,1.075753197086617
-0.99,1.074914161991277
-0.989,1.0740753712862874
-0.988,1.0732368252135922
-0.987,1.0723985240151301
-0.986,1.0715604679328334
-0.985,1.070722657208629
-0.984,1.069885092084436
-0.983,1.069047772802167
-0.982,1.068210699603726
-0.981,1.0673738727310091
-0.98,1.0665372924259042
-0.979,1.065700958930289
-0.978,1.064864872486032
-0.977,1.0640290333349907
-0.976,1.0631934417190128
-0.975,1.0623580978799345
-0.974,1.0615230020595798
-0.973,1.0606881544997604
-0.972,1.059853555442276
-0.971,1.0590192051289125
-0.97,1.0581851038014423
-0.969,1.057351251701623
-0.968,1.0565176490711987
-0.967,1.0556842961518969
-0.966,1.0548511931854303
-0.965,1.0540183404134948
-0.964,1.05318573807777
-0.963,1.0523533864199182
-0.962,1.0515212856815834
-0.961,1.0506894361043928
-0.96,1.0498578379299528
-0.959,1.0490264913998526
-0.958,1.04819539675566
-0.957,1.047364554238924
-0.956,1.0465339640911722
-0.955,1.0457036265539106
-0.954,1.0448735418686241
-0.953,1.044043710276775
-0.952,1.0432141320198027
-0.951,1.042384807339124
-0.95,1.0415557364761314
-0.949,1.0407269196721929
-0.948,1.0398983571686526
-0.947,1.0390700492068285
-0.946,1.0382419960280136
-0.945,1.0374141978734734
-0.944,1.0365866549844478
-0.943,1.035759367602149
-0.942,1.034932335967761
-0.941,1.03410556032244
-0.94,1.0332790409073134
-0.939,1.0324527779634782
-0.938,1.0316267717320033
-0.937,1.0308010224539261
-0.936,1.0299755303702527
-0.935,1.029150295721959
-0.934,1.0283253187499881
-0.933,1.0275005996952515
-0.932,1.026676138798627
-0.931,1.0258519363009593
-0.93,1.025027992443059
-0.929,1.0242043074657026
-0.928,1.0233808816096315
-0.927,1.0225577151155512
-0.926,1.0217348082241315
-0.925,1.020912161176006
-0.924,1.0200897742117705
-0.923,1.0192676475719842
-0.922,1.0184457814971672
-0.921,1.017624176227802
-0.92,1.0168028320043312
-0.919,1.0159817490671585
-0.918,1.015160927656647
-0.917,1.0143403680131187
-0.916,1.0135200703768557
-0.915,1.0127000349880975
-0.914,1.0118802620870415
-0.913,1.0110607519138424
-0.912,1.0102415047086117
-0.911,1.0094225207114174
-0.91,1.0086038001622828
-0.909,1.0077853433011863
-0.908,1.0069671503680617
-0.907,1.006149221602796
-0.906,1.0053315572452308
-0.905,1.00451415753516
-0.904,1.0036970227123303
-0.903,1.0028801530164408
-0.902,1.0020635486871416
-0.901,1.0012472099640346
-0.9,1.0004311370866712
-0.899,0.9996153302945536
-0.898,0.9987997898271331
-0.897,0.9979845159238098
-0.896,0.9971695088239322
-0.895,0.9963547687667972
-0.894,0.9955402959916482
-0.893,0.994726090737676
-0.892,0.9939121532440178
-0.891,0.993098483749756
-0.89,0.9922850824939188
-0.889,0.9914719497154787
-0.888,0.9906590856533524
-0.887,0.9898464905464011
-0.886,0.9890341646334274
-0.885,0.9882221081531783
-0.884,0.9874103213443418
-0.883,0.9865988044455479
-0.882,0.9857875576953673
-0.881,0.9849765813323113
-0.88,0.9841658755948312
-0.879,0.9833554407213181
-0.878,0.9825452769501011
-0.877,0.9817353845194485
-0.876,0.9809257636675661
-0.875,0.9801164146325967
-0.874,0.9793073376526205
-0.873,0.9784985329656534
-0.872,0.9776900008096473
-0.871,0.9768817414224891
-0.87,0.9760737550420004
-0.869,0.9752660419059372
-0.868,0.9744586022519889
-0.867,0.9736514363177773
-0.866,0.9728445443408575
-0.865,0.9720379265587167
-0.864,0.9712315832087726
-0.863,0.9704255145283746
-0.862,0.9696197207548022
-0.861,0.9688142021252651
-0.86,0.9680089588769014
-0.859,0.9672039912467791
-0.858,0.9663992994718937
-0.857,0.9655948837891684
-0.856,0.9647907444354539
-0.855,0.9639868816475271
-0.854,0.9631832956620918
-0.853,0.9623799867157761
-0.852,0.961576955045134
-0.851,0.9607742008866441
-0.85,0.9599717244767079
-0.849,0.9591695260516516
-0.848,0.9583676058477236
-0.847,0.9575659641010944
-0.846,0.9567646010478568
-0.845,0.9559635169240243
-0.844,0.9551627119655315
-0.843,0.9543621864082331
-0.842,0.9535619404879037
-0.841,0.9527619744402362
-0.84,0.9519622885008427
-0.839,0.9511628829052534
-0.838,0.9503637578889153
-0.837,0.9495649136871929
-0.836,0.948766350535367
-0.835,0.9479680686686339
-0.834,0.9471700683221057
-0.833,0.946372349730809
-0.832,0.9455749131296843
-0.831,0.9447777587535868
-0.83,0.9439808868372834
-0.829,0.9431842976154551
-0.828,0.9423879913226935
-0.827,0.9415919681935028
-0.826,0.9407962284622979
-0.825,0.9400007723634037
-0.824,0.9392056001310558
-0.823,0.938410711999398
-0.822,0.937616108202484
-0.821,0.9368217889742749
-0.82,0.9360277545486406
-0.819,0.9352340051593567
-0.818,0.9344405410401064
-0.817,0.9336473624244789
-0.816,0.9328544695459691
-0.815,0.9320618626379757
-0.814,0.9312695419338038
-0.813,0.9304775076666606
-0.812,0.9296857600696578
-0.811,0.9288942993758091
-0.81,0.928103125818031
-0.809,0.9273122396291419
-0.808,0.9265216410418606
-0.807,0.9257313302888073
-0.806,0.9249413076025019
-0.805,0.9241515732153638
-0.804,0.9233621273597116
-0.803,0.9225729702677622
-0.802,0.9217841021716304
-0.801,0.9209955233033285
-0.8,0.9202072338947656
-0.799,0.9194192341777464
-0.798,0.9186315243839723
-0.797,0.9178441047450395
-0.796,0.9170569754924387
-0.795,0.9162701368575544
-0.794,0.915483589071665
-0.793,0.9146973323659423
-0.792,0.9139113669714496
-0.791,0.9131256931191425
-0.79,0.912340311039868
-0.789,0.9115552209643641
-0.788,0.9107704231232584
-0.787,0.9099859177470687
-0.786,0.9092017050662019
-0.785,0.9084177853109533
-0.784,0.9076341587115061
-0.783,0.9068508254979316
-0.782,0.9060677859001876
-0.781,0.9052850401481181
-0.78,0.9045025884714533
-0.779,0.9037204310998088
-0.778,0.9029385682626845
-0.777,0.9021570001894652
-0.776,0.9013757271094184
-0.775,0.9005947492516955
-0.774,0.89981406684533
-0.773,0.8990336801192379
-0.772,0.8982535893022159
-0.771,0.8974737946229424
-0.77,0.8966942963099754
-0.769,0.8959150945917537
-0.768,0.895136189696594
-0.767,0.8943575818526932
-0.766,0.8935792712881252
-0.765,0.8928012582308418
-0.764,0.8920235429086721
-0.763,0.8912461255493218
-0.762,0.8904690063803721
-0.761,0.8896921856292801
-0.76,0.8889156635233773
-0.759,0.8881394402898696
-0.758,0.8873635161558371
-0.757,0.8865878913482323
-0.756,0.8858125660938814
-0.755,0.885037540619482
-0.754,0.884262815151603
-0.753,0.8834883899166851
-0.752,0.8827142651410388
-0.751,0.8819404410508448
-0.75,0.8811669178721533
-0.749,0.880393695830883
-0.748,0.8796207751528208
-0.747,0.8788481560636217
-0.746,0.8780758387888075
-0.745,0.8773038235537668
-0.744,0.8765321105837539
-0.743,0.8757607001038891
-0.742,0.8749895923391576
-0.741,0.8742187875144085
-0.74,0.873448285854355
-0.739,0.8726780875835741
-0.738,0.8719081929265047
-0.737,0.8711386021074483
-0.736,0.8703693153505683
-0.735,0.8696003328798888
-0.734,0.8688316549192946
-0.733,0.8680632816925306
-0.732,0.8672952134232007
-0.731,0.8665274503347682
-0.73,0.8657599926505547
-0.729,0.8649928405937394
-0.728,0.8642259943873587
-0.727,0.8634594542543057
-0.726,0.8626932204173299
-0.725,0.8619272930990362
-0.724,0.8611616725218844
-0.723,0.8603963589081891
-0.722,0.8596313524801187
-0.721,0.8588666534596948
-0.72,0.858102262068792
-0.719,0.8573381785291375
-0.718,0.8565744030623097
-0.717,0.8558109358897384
-0.716,0.8550477772327045
-0.715,0.8542849273123378
-0.714,0.853522386349619
-0.713,0.8527601545653769
-0.712,0.8519982321802891
-0.711,0.8512366194148809
-0.71,0.8504753164895255
-0.709,0.849714323624442
-0.708,0.8489536410396963
-0.707,0.8481932689551999
-0.706,0.8474332075907093
-0.705,0.8466734571658258
-0.704,0.8459140178999948
-0.703,0.8451548900125049
-0.702,0.8443960737224877
-0.701,0.8436375692489174
-0.7,0.8428793768106101
-0.699,0.8421214966262229
-0.698,0.8413639289142537
-0.697,0.8406066738930408
-0.696,0.839849731780762
-0.695,0.8390931027954344
-0.694,0.8383367871549133
-0.693,0.8375807850768924
-0.692,0.8368250967789024
-0.691,0.8360697224783114
-0.69,0.8353146623923239
-0.689,0.8345599167379794
-0.688,0.8338054857321535
-0.687,0.8330513695915567
-0.686,0.8322975685327324
-0.685,0.8315440827720592
-0.684,0.8307909125257475
-0.683,0.8300380580098412
-0.682,0.8292855194402156
-0.681,0.8285332970325775
-0.68,0.827781391002465
-0.679,0.8270298015652457
-0.678,0.8262785289361181
-0.677,0.8255275733301091
-0.676,0.8247769349620746
-0.675,0.8240266140466987
-0.674,0.8232766107984932
-0.673,0.8225269254317968
-0.672,0.8217775581607746
-0.671,0.821028509199418
-0.67,0.8202797787615438
-0.669,0.8195313670607933
-0.668,0.8187832743106327
-0.667,0.8180355007243514
-0.666,0.8172880465150626
-0.665,0.816540911895702
-0.664,0.8157940970790273
-0.663,0.8150476022776181
-0.662,0.8143014277038747
-0.661,0.8135555735700186
-0.66,0.8128100400880908
-0.659,0.8120648274699515
-0.658,0.8113199359272802
-0.657,0.8105753656715748
-0.656,0.809831116914151
-0.655,0.8090871898661416
-0.654,0.8083435847384962
-0.653,0.8076003017419807
-0.652,0.8068573410871762
